0,0.268155361,1,0.707106781,1
1,0.19612284,0.499736691,0.66490752,1
1,0.220788329,0.707106781,0.707104576,1
0,0.27403151,0.707004803,0.707106139,1
1,0.313261209,0.705296929,0.706988491,1
1,0.194818475,1,0.707071128,1
0,0.248358626,0.707106781,0.573590389,1
1,0.188210629,1,0.707104576,1
1,0.192847784,1,0.701187679,1
1,0.208588827,0.401810597,0.707106781,1
1,0.216191647,1,0.703170596,1
1,0.231917519,0.397692395,1,1
0,0.220230864,0.570769825,0.707106356,1
1,0.309433365,0.446006092,1,1
0,0.227827154,0.707004803,0.706209718,1
1,0.193186635,1,1,1
1,0.213770097,0.702816331,0.707104576,1
0,0.219236676,0.702816331,0.498670254,1
1,0.202565109,0.439972166,0.706281989,1
1,0.316941192,0.553638809,0.700110891,1
0,0.215911004,0.689595754,0.70673501,1
1,0.29072773,0.689599631,0.696844636,1
1,0.277999114,1,0.707048352,1
1,0.242009411,0.49624936,0.49669552,1
0,0.29512353,0.439952822,0.497500469,1
0,0.377312338,0.707004803,0.706953854,1
1,0.267818168,0.443848614,0.707048352,1
1,0.199747091,0.707106781,0.687364759,1
0,0.279643871,0.70056836,0.707106781,1
1,0.277175127,0.557700376,0.698767523,1
1,0.354540541,0.438249521,0.707048352,1
0,0.199357615,0.439782939,0.703730716,1
0,0.191607287,0.405842104,0.572035413,1
1,0.246686951,0.561580283,0.707106387,1
1,0.269300701,0.575744969,0.697569389,1
1,0.243879722,0.281524004,0.70689044,1
1,0.222583897,0.568259339,0.704253448,1
1,0.178103604,1,0.70536879,1
0,0.221258909,0.471110147,0.707106781,1
1,0.261425555,1,0.706142286,1
0,0.239177256,0.495575765,0.707106781,1
1,0.243635786,0.576744735,0.569428566,1
0,0.242647149,0.704593824,0.498670254,1
0,0.201934694,0.577264073,0.707092461,1
0,0.196248688,0.575323627,0.706645985,1
1,0.31005777,0.557700376,1,1
0,0.258164845,0.573789597,0.707106167,1
0,0.242689589,0.56460447,0.693272834,1
0,0.204641608,0.704359704,0.704948243,1
1,0.271653105,1,0.707106139,1
0,0.214824348,0.565045724,0.704963891,1
0,0.292831891,1,0.495605839,1
0,0.248530049,0.498639527,0.706560225,1
1,0.183857717,1,0.70670805,1
0,0.239233016,1,0.705270994,1
1,0.274217805,0.700258047,0.687598936,1
1,0.192274463,1,0.677660561,1
0,0.199588376,1,0.707105447,1
0,0.312366769,1,0.702875039,1
1,0.226740675,0.686857064,0.697044914,1
0,0.257300162,0.5759013,0.680893878,1
1,0.278051549,0.707106781,0.707105344,1
1,0.213004722,0.325259963,0.663044492,1
1,0.240208797,0.498483051,0.705972531,1
0,0.366367911,0.375927291,0.670269433,0.577350269
0,0.287292342,0.374231472,0.707106781,1
1,0.20819083,0.497760155,0.707106356,1
0,0.199970748,0.495531501,0.707105447,1
0,0.249227324,0.577312872,0.685418647,1
0,0.241205734,0.439380113,0.707106387,1
1,0.206869369,1,0.707025204,1
